Nummer, Naam,Pagina,Regelnummers,Handeling,Betreft de tekst,Toevoegen / wijzigen in,Toelichting,Samenvatting, Ingediend
67,Cella Grobben,10,112,Toevoegen,,Na Niet-westerse kennis…niet-westerse geschiedenis en cultuur.,"Er is meer dan westerse geschiedenis en cultuur die vooral focust op de ontwikkelingen Mesopotamië- Egypte- Griekenland- Romeinen- Middeleeuwen- Roofeeuw- Kapitalisme-OorlogenDenk aan Maya’s, Timboektoe, China, India, First Nations People(met 60.000 jaar de langste bestaande continue levenswijze)",Bredere blik op de ontwikkeling van de mensheid
68,Cella Grobben,16,230,Toevoegen,,"Na Openbaar Vervoer toevoegen:Energievoorziening, Volkshuisvesting",Belangrijke sectoren om toe te voegen bij collectiviseren,Toevoegen Energievoorziening en Volkshuisvesting
69,Cella Grobben,17,282,Toevoegen,,Toevoegen na schuldhulporganisaties:En incassobureaus,"Incassobureaus maken problemen van mensen erger. We kunnen zonder hun denigrerende teksten, dreigbrieven en al maar stijgende administratiekosten",Toevoegen Incassobureaus
70,Cella Grobben,23,436,Toevoegen,,Toevoegen zin na huurwoningen:Er komt een nieuwe Nota Ruimtelijke Ordening waarin collectief wordt vastgelegd hoe de ruimte in Nederland eerlijk wordt verdeeld.,De ruimtelijke ordening is door neoliberalen vernietigd. Noodzakelijk om de ruimte in Nederland weer eerlijk tussen partijen te verdelen en niet overal bedrijven de vrije hand te geven,Nieuwe Nota Ruimtelijke Ordening
71,Jozef van de Visse,6,121,Wijzigen,Bestaanszekerheid,"BestaansrechtEn toevoegen als clausule:“In de grondwet staat dat ‘discriminatie … welke grond dan ook’ niet is toegestaan, en wij als partij vinden dat voor eerste levensbehoeften niet gediscrimineerd mag worden op inkomen of kapitaal. Mensen hebben het recht op bestaanszekerheid, dus moet de overheid bestaansrecht garanderen. Wij als Bij1 vechten daarvoor”","Bestaanszekerheid is niet genoeg, als radicale partij opgericht voor gelijkheid voor iedereen moeten wij om meer vragen. Pieter Omtzigt en Willem-Alexander van Amsberg praten over bestaanszekerheid, wij moeten praten over bestaansrecht.Men hoort niet alleen zeker te zijn van kunnen voortleven, basale levensbehoeften moeten een recht zijn.Wij geven daarom de suggestie de volgende clausule op te nemen (waar nodig in omgeschreven vorm) in onderdeel 2 van het partijprogramma.“In de grondwet staat dat ‘discriminatie … welke grond dan ook’ niet is toegestaan, en wij als partij vinden dat voor eerste levensbehoeften niet gediscrimineerd mag worden op inkomen of kapitaal. Mensen hebben het recht op bestaanszekerheid, dus moet de overheid bestaansrecht garanderen. Wij als Bij1 vechten daarvoor”en daarnaast alle keren dat “bestaanszekerheid” genoemd wordt “bestaansrecht” in de plaats daarvan te gebruiken.","Geen bestaanszekerheid, bestaansrecht"
72,Joana Zandee,4,78,Schrappen,zoals dat van Viktor Orbán en extremistische christenen.,,Zowel Viktor Orbán en extremistische christenen zijn geen bewegingen. Deze bijzin heeft dus geen waarde.,Schappen overbodige bijzin
73,Renske & Akef,15,345,Wijzigen,"Nederlandse vliegvelden, waaronder Schiphol, mogen niet verder uitbreiden. Er komt…","Nederlandse vliegvelden, waaronder Schiphol, mogen niet verder uitbreiden. Er komt geen vierde aanvliegroute voor Schiphol, Lelystad Airport opent niet en Rotterdam The Hague Airport wordt gesloten. Er komt..","We zijn blij dat in het programma wordt benoemd dat vliegvelden niet mogen groeien. We zien graag dat dit een stap verder gaat, en als radicaal voorstel onder meer het sluiten van Rotterdam The Hague Airport (RTHA).",Sluit Rotterdam The Hague Airport!
74,Renske & Akef,20,513,Toevoegen,,"5. Vijandige architectuur maakt steden minder leefbaar en toegankelijk, en raakt daklozen en mensen met beperkingen het hardst. Het lost dakloosheid niet op, maar ontneemt men de kans om uit te rusten in de buitenruimte. Steden krijgen subsidie om banken en zitplekken te plaatsen waar mensen op kunnen rusten, en stations wisselen vijandige architectuur in voor reguliere banken.","Er staat niks in het programma over vijandige architectuur. Vijandige architectuur maakt steden minder leefbaar en toegankelijk voor iedereen, en raakt voornamelijk daklozen en mensen met beperkingen.",Verbied vijandige architectuur!
75,Renske & Akef,24,642,Toevoegen,,"Hoofdstuk: Menselijk beleid rondom pandemieën en langdurige ziekte– Er moet een internationaal solidair vaccinatieprogramma komen om marktwerking tegen te gaan bij uitbraak van een nieuwe pandemie. Ook wordt beleid rondom pandemieën voortaan op basis van mentale, fysieke en financiële gezondheid van de mensen gemaakt, niet op basis van winst.– Langdurige zorg is zorg. De zorg is nu ingesteld op kortdurend zieken. Langdurige ziekte wordt opgenomen in het overheidsbeleid in samenspraak met ervaringsdeskundigen.– Het Ministerie van Volksgezondheid, Welzijn en Sport maakt een dashboard met een eerlijk beeld van longcovid en andere langdurig zieken en zet in op bewustwording van herkennen, omgaan met en eventueel voorkomen van langdurige ziektes voor werkgevers, onderwijsinstellingen en ambtenaren.– Er komt een landelijke tegemoetkoming voor langdurig zieken, waaronder de slachtoffers en nabestaanden van het Covid-19 “uitraasbeleid”.",Als BIJ1 moeten we koplopers blijven in Covid beleid.,Een subsectie over Covid bij “Zorg”
76,Renske & Akef,16,396,Toevoegen,,"Hoofdstuk: Geef dieren rechten!Introductie: Een Westerse blik op de natuur en dieren maakt een onderscheid tussen mens en de rest. In veel inheemse en prekoloniale culturen is dit niet zo. Ook vanuit de wetenschap leren we dat intelligentie en gevoel op veel manieren werken.– Dieren zijn er voor zichzelf, niet voor ons. We nemen dierenrechten op in de grondwet. We verbieden dierenfokkerijen en handhaven op illegale verkoop en mishandeling van dieren.– Er worden subsidies uitgekeerd aan dierenasiels, dierenartsen en de dierenambulance om opgevangen dieren een prettig thuis te geven, euthanasie tot een minimum te beperken en dieren de betaalbare zorg te geven die ze nodig hebben.– Dolfinarium, en op termijn alle dierentuinen, worden gesloten. Eisen voor het welzijn van dieren op de kinderboerderij worden strenger. Dieren uit de entertainmentindustrie worden opgevangen en krijgen een rustige verblijfplaats.– Hobbyjacht wordt verboden, en mishandeling van wilde dieren wordt gestraft volgens de richtlijnen voor strafvordering dierenmishandeling. Fokkerijen voor bont en import van bont wordt verboden en er wordt gehandhaafd op het foie gras verbod.– Niet-medische producten in onze winkels en drogisterijen zijn proefdiervrij. Ondertussen investeren we in een transitie naar een proefdiervrije wetenschap.– De inzet van dieren tijdens politieoptredens, zoals politiepaarden en -honden, wordt afgeschaft.",Een Westerse blik op de natuur en dieren maakt een onderscheid tussen mens en de rest. In veel inheemse en prekoloniale culturen is dit niet zo. Ook vanuit de wetenschap leren we dat intelligentie en gevoel op veel manieren werken. Wij vinden dat het past bij BIJ1 om hiervoor te strijden.,Voeg een kopje over dierenrechten toe aan het hoofdstuk “Klimaat”
77,Renske & Akef,43,1102,Toevoegen,,"Herstelrecht wordt als eerste optie gewogen bij het OM en de rechter, zowel tijdens de procedure als bij uitspraken. Bij het jeugdstrafrecht wordt dit de standaard.","Herstelrecht, of restorative justice, is een concept dat daders een kans geeft om verantwoordelijkheid te nemen voor de aangerichte schade aan slachtoffers en te leren van hun fouten. We vinden dat dit bij BIJ1 past.",Herstelrecht is een prioriteit!
78,Renske & Akef,43,1102,Toevoegen,,7. Het volwassenenstrafrecht wordt nooit toegepast op kinderen onder de 18.,Rechters kunnen ervoor kiezen om 16 en 17 jarigen als volwassenen te behandelen in het strafrecht. BIJ1 wil een wereld zonder strafrecht. Tot die tijd moeten alle minderjarigen ook als minderjarige worden behandeld.,Geen enkel kind in volwassenenstrafrecht!
79,Renske & Akef,43,1102,Toevoegen,,7. De wettelijke leeftijd voor strafrechtelijke aansprakelijkheid wordt verhoogd naar minimaal 14 jaar.,In Nederland zijn kinderen vanaf 12 jaar strafrechtelijk aansprakelijk. BIJ1 wilt een wereld zonder strafrecht. Tot die tijd moeten in ieder geval kinderen zo jong als 12 en 13 niet strafrechtelijk aansprakelijk zijn.,Verhoog de minimumleeftijd voor strafrechtelijke aansprakelijkheid naar 14 jaar!
80,Renske & Akef,43,1102,Toevoegen,,"7. Er wordt preventief beleid opgezet in samenspraak met experts en ervaringsdeskundigen om alle vormen van geweld tegen te gaan. Er is hier specifiek aandacht voor geweld tegen vrouwen, kinderen, queer personen, trans personen, mensen van kleur, mensen met beperkingen en vluchtelingen.","Hoewel het benoemd wordt in de introductie, staat er verder geen concreet punt over preventie.",Zet in op preventie!
81,Renske & Akef,43,1102,Toevoegen,,"7. Femicide wordt, met inzet van expertisecentra als Atria en Movisie, breed gedefinieerd en opgenomen in het Wetboek van Strafrecht. Genderspecifieke data wordt verzameld om genderverschillen te erkennen en mee te overwegen in verdere beleid.","Femicide, de meest extreme vorm van gendergerelateerd geweld, wordt in Nederland niet specifiek genoemd binnen de wetgeving. Er is geen definitie van dit fenomeen opgenomen in het Wetboek van Strafrecht. Femicide valt onder genderneutrale bepalingen van het Nederlands strafrecht, zoals doodslag en moord. Het ontbreken van een wettelijk kader bemoeilijkt de juiste documentatie en registratie van de moorden op vrouwen. Femicidezaken worden daarom nog te vaak weggezet als individuele casussen. Een gendersensitieve aanpak is daarom van belang: een analyse van beleid in Nederland wijst uit dat genderneutrale beleidsmaatregelen het structurele karakter van dit soort geweld negeren.",Van genderneutraal naar gendersensitief: neem femicide op in het strafrecht!
82,Renske & Akef,59,1565,Toevoegen,,"6. Onafhankelijke NGO’s en stichtingen die toezicht houden op onze politiek, rechtsstaat en handhaving zijn onmisbaar voor een gezonde democratie. Deze moeten effectief te werk kunnen gaan met voldoende middelen, zonder onafhankelijkheid te verliezen. Er wordt onderzocht hoe de overheid deze instanties kan steunen, zonder onafhankelijkheid te schaden.","Onafhankelijke NGO’s en stichtingen die toezicht houden op onze politiek, rechtsstaat en handhaving zijn onmisbaar voor een gezonde democratie. Deze moeten effectief te werk kunnen gaan met voldoende middelen, zonder onafhankelijkheid te verliezen.",Geef systeemkritische NGO’s en stichtingen een plek aan tafel!
83,Renske & Akef,31,828,Toevoegen,,"7. Vanwege het niet nakomen van afspraken sinds 2018, vindt er een herbeoordeling plaats van alle sinds 2018 afgewezen LHBTQIA+ asielzoekers. Dit wordt vanaf nu niet meer gedaan met een westers perspectief, er komt duidelijkheid over wat de IND onder homoseksualiteit verstaat, verklaringen van derden worden meegenomen als nieuwe feiten en LHBTI-coordinatoren moeten een verplichte motivatie geven bij afwijzingen.","De IND stelt dat het hebben van homoseksuele contacten en/of een partner van gelijk geslacht, je nog geen homo maakt. Maar wat ben je dan wel? Wanneer ben je echt gay of LHBTI genoeg? De staatssecretaris komt afspraken met de Tweede Kamer niet na.",Een eerlijke kans voor LHBTQIA+ vluchtelingen!
84,Renske & Akef,15,374,Toevoegen,,6. De scheepvaart en havens worden waar kan vergroend en gereduceerd. Cruiseschepen worden uitgefaseerd en verbannen uit Nederlandse havens.,"De scheepvaart is 1 van de meest vervuilende industriën, vooral voor onze wateren. Cruiseschepen zijn een overbodige luxe.",Geen vervuilende scheepvaart!
85,Renske & Akef,58,1534,Toevoegen,,"6. Beleid wat gaat over kinderen en jongeren wordt getoetst met de Child Rights Impact Assessment, of kinderrechtentoets, en wordt in samenspraak met kinderen en jongeren gecreëerd.","Een Kinderrechtentoets: wat is dat precies?Nieuwe wetten, beleid en financiële beslissingen die kinderen kunnen raken, vooraf toetsen in plaats van achteraf repareren. Een kinderrechtentoets vooraf kan hierbij helpen. Met zo’n toetsworden de belangen van kinderen zo vroeg mogelijk meegenomen in de ontwikkeling enbesluitvorming rondom wetgeving en beleid. Het VN-Kinderrechtencomité heeft Nederland inhaar aanbevelingen meerdere malen gewezen op de noodzaak voor deze Child Rights ImpactAssessment (CRIA).",Toets beleid voor kinderen en jongeren met de kinderrechtentoets!
86,Renske & Akef,20,496,Wijzigen,Er wordt ingezet op de vergroening van de woonomgeving. Verhuurders worden…,"Er wordt ingezet op de vergroening van de woonomgeving, tenzij dit andere recreationele mogelijkheden zoals skaten of basketballen verhindert. Verhuurders worden…","Vergroening is goed, maar wordt te vaak ingezet als middel van gentrificatie. Door specifieker te zijn doen we niks af aan het voorstel, maar geven we gehoor aan geluiden uit veel gemeenschappen.",Vergroening niet ten koste van inwoners!
87,Renske & Akef,20,513,Toevoegen,,"5. Alle kinderen hebben het recht om veilig buiten te kunnen spelen. Dit wordt aangemoedigd door in elke buurt voldoende mogelijkheden te bieden voor buitensporten en groene speeltuinen. Er komt speciale aandacht voor wijken met lage inkomen huishoudens, en het creëren van autovrije zones op plekken waar kinderen spelen. De faciliteiten zijn ook toegankelijk voor kinderen met beperkingen en kinderen zonder geld.",Alle kinderen hebben het recht om veilig buiten te kunnen spelen. Helaas is dit niet zo voor veel kinderen in ons land.,Extra aandacht voor de woonomgeving van kinderen!
88,Renske & Akef,54,1397,Wijzigen,…en voortgezet onderwijs. Ook wordt er fors meer aandacht besteed aan helden uit de (voormalige) koloniën. De manieren…,…en voortgezet onderwijs. Ook wordt er fors meer aandacht besteed aan verzetshelden uit de (voormalige) koloniën en aan prekoloniale culturen. De manieren..,"Koloniaal en slavernijverleden zijn belangrijke thema’s om voldoende aandacht aan te geven. Door het benadrukken van verzet tegen kolonialisme en prekoloniale geschiedenis en culturen, geef je een breder beeld van de wereldgeschiedenis waarin er naast veel leed ook empowerment kan ontstaan, voornamelijk voor Zwarte kinderen en kinderen van kleur.","Wees specifiek, laat geschiedenis ook empoweren!"
89,Renske & Akef,58,1508,Toevoegen,,8. Er komt een maximum termijn van 8 jaar aan de rollen van ministers en premier.,Never another Rutte.,Een termijn voor ministers en premier.
90,Emiel Derckx,15,371 372,Wijzigen,De Waddenzee moet als eerste als zelfstandige rechtspersoonlijkheid aangemerkt worden.,De Waddenzee en de Maas moeten als eerste zelfstandige rechtspersoonlijkheden aangemerkt worden.,"Groepen zijn al geruime tijd bezig de Maas als eerste rivier een rechtspersoon te maken. Het is van belang de Maas hierom ook specifiek te benoemen.De Maas is op dit moment te erg vervuild, maar speelt wel een cruciale rol in de watervoorziening van Nederland (in totaal zijn 7 miljoen mensen afhankelijk van de Maas).Informatie om van de Maas een rechtspersoon te maken:– https://maascleanup.nl/artikel/artikel-een-schonere-rivier-begint-met-een-maas-in-de-wet-door-peter-bruijns/– https://www.oneworld.nl/klimaat/deze-limburgers-willen-dat-de-maas-rechten-krijgt/Recent nieuwsbericht over vervuiling:– https://nos.nl/artikel/2490054-waterbedrijven-maas-wordt-viezer-door-lozingen-en-klimaatverandering",De Maas ook specifiek benoemen als rechtspersoon
91,Martijn Dekker,46,1172-1174,Schrappen,"Nederland stapt uit de NAVO. Het vrijgekomen geld gaat naar preventie van conflicten, sociale doeleinden, diplomatie en verdere investeringen in noodhulp, waarbij er focus komt op humanitaire organisaties en de weerbaarheid van lokale gemeenschappen.",,Uittreding uit de NAVO hoort in het sub-hoofdstuk “Investeren in Vrede”. Zie het amendement “we schaffen militaire bondgenootschappen af” voor een nieuw voorstel om daar iets over de NAVO te zeggen.,Verschuiven van NAVO paragraaf
92,Martijn Dekker,48,1252-1257,Wijzigen,We krimpen onze krijgsmacht in om uiteindelijk de krijgsmacht te vervangen door een civiele hulporganisatie. Tot die tijd moet de krijgsmacht doordrongen zijn van anti-racistische en democratische waarden. Mensen met extreemrechtse opvattingen mogen geen deel uitmaken van de krijgsmacht. Wie weigert mee te vechten in overzeese oorlogen wordt niet bestraft. Er komt (postuum) eerherstel voor dienstweigeraars uit het verleden.,"We streven een geweldloze wereld na, in binnen- en buitenland. In plaats van te investeren in het verdedigen van grondgebied tegen ingebeelde vijanden, bouwen we aan een solidaire, rechtvaardige en veilige wereld voor iedereen, overal. De krijgsmacht moet daarom inkrimpen en op termijn worden vervangen door een civiele hulporganisatie. Vrijgekomen middelen gaan onder andere naar diplomatie, de preventie van conflicten, noodhulp en het versterken van de capaciteiten van humanitaire organisaties.Tot die tijd moet de krijgsmacht doordrongen zijn van democratische en anti-racistische waarden. Mensen met extreemrechtse opvattingen mogen geen deel uitmaken van de krijgsmacht. Wie weigert mee te vechten in oorlogen wordt niet bestraft. Er komt (postuum) eerherstel voor dienstweigeraars uit het verleden.",Het programma kan nog krachtiger onze ideologische lijn m.b.t. oorlog en vrede tonen. We zouden actief moeten uitdragen dat BIJ1 voor een geweldloze wereld staat en dat militair machtsvertoon daar geen plaats in heeft.,We werken aan een geweldloze wereld
93,Martijn Dekker,48,1258,Toevoegen,,In een geweldloze wereld is geen plek voor machtsblokken en militaire bondgenootschappen. Nederland treedt daarom uit de NAVO en alle buitenlandse militairen worden uit Nederland teruggetrokken.,Een passage over uittreding uit de NAVO hoort in het hoofdstuk “Investeren in Vrede” thuis.Deze passage volgt logischerwijs op een passage over antimilitarisme (zie het amendement “We werken aan een geweldloze wereld”).,We schaffen militaire bondgenootschappen af
94,Dorien Ballout,11,223,Toevoegen,,"Oneindige groei is niet mogelijk op onze eindige wereld. Daarom sturen we op “degrowth” – ontgroeien. Onze overproductie en onstilbare honger naar grondstoffen en energie putten mens, dier en planeet uit, met name in het Globale Zuiden.","Ik mis het concept “degrowth” in het programma. Impliciet wordt ernaar gehint, maar ik denk dat het belangrijk is te benoemen, en het belang ervan voor een betere balans tussen mens, dier en planeet.Eventueel ook in te voegen in het hoofdstuk Klimaat",“degrowth” voor balans
95,Dorien Ballout,54,1392,Toevoegen,,"3. kinderen en jongeren die later instappen in het Nederlandse onderwijs of jaren onderwijs door omstandigheden moeten missen, krijgen voldoende tijd om Nederlands te leren en/of onderwijsjaren in het halen in schakelonderwijs met maatwerk, zonder beperking in tijd of leeftijd",Veel kinderen en jongeren op de vlucht vallen tussen wal en schip omdat zij door de vluchtjaren pas op veel latere leeftijd met school kunnen beginnen (en ook nog eerst een nieuwe taal moeten leren daarvoor) of jaren hebben gemist in vergelijking met leeftijdgenoten. Nu krijgen ze daarvoor 2 jaar de tijd en dan moeten ze op basis van leeftijd instappen in het reguliere onderwijs. (en dan moeten ze bijvoorbeeld na maar 2 jaar basisonderwijs te hebben gehad naar het middelbare onderwijs met een schooladvies voor praktijkonderwijs) of ze bereiken dan al snel de niet-leerplichtige leeftijd en dan wordt het heel moeilijk om nog een middelbare schooldiploma te halen of aan een passende vervolgopleiding te beginnen.,vluchtelingenkinderen tussen wal en schip in het onderwijs
96,Liyah Park,39,1016,Toevoegen,,"Er wordt onderzoek gedaan naar hoe gender, etniciteit en seksualiteit invloed hebben op het leven en welzijn van mensen met een beperking om zo wetgeving, beleid en infrastructuur te vormen wat de toegankelijkheid bevorderd.","Onderzoeken zijn nu enorme kosten posten en geven vaak informatie die al beschikbaar of eerder geïnventariseerd is. Onderzoeken worden gedaan door enorme (witte) consultancy/ marketing bureaus, waardoor die begrotingen die worden gedaan ten behoeve van anti-discriminatie uiteindelijke niet bij de gemarginaliseerde groepen aankomt.Wanneer we spreken van onderzoek in ons programma; moeten we altijd duidelijk in hetzelfde punt dit linken aan een bepaalde actie / doel. Onderzoeken zijn ‘non-performatives’ als ze op zichzelf staan.",Onderzoeken altijd binnen hetzelfde punt verbinden met het doel of nut van dat onderzoek. Onderzoeken zelf zijn geen actie van anti-discriminatie.
97,Liyah,Park,456,Toevoegen,,"Het tijdslimiet van 2 jaar op het toetsen en dus kunnen terugeisen van het te veel betaalde aanvangshuur vervalt. Tijdens het bewonen en voor een periode die gelijkt staat aan de tijd dat de oud-bewoner een huurcontract heeft gehad, mag deze na het verlaten van de woning te veel betaalde huur terug eisen.Verhuurders zijn verplicht na een periode van 5 jaar bij een nieuwe bewoner de woning te toetsen met het punten systeem. Deze informatie staat verplicht in elk huurcontract.","De verantwoordelijkheid van het toetsen van de (aanvangs-)huurprijs ligt nu bij de huurder. Daar de meest gemarginaliseerde mensen vaak niet op de hoogte zijn van hun rechten, moeten wij ervoor zorgen dat we een systeem bouwen wat een preventieve insteek heeft. Daarnaast kan men nu alleen nog binnen 2 jaar teveel betaalde huur terug krijgen, dat moet veranderen en gelijk zijn aan de duur van het (verlopen of huidige) huurcontract.Sprekend uit ervaring van iemand die 7 jaar lang teveel huur heeft betaald en kon zwaaien naar der geld en mijn verhuurder ongestraft verder kan met zijn leven. Ik moest maar blij zijn met een huurverlaging, die eigenlijk vanaf dag 1 al zo had moeten zijn.We kunnen niet van mensen verwachten dat ze bijna een halve rechtenstudie doen om elke hoek van beleid te kennen.","De wet moet veranderen, wanneer men te veel huur heeft betaald, moet deze die het altijd terug kunnen krijgen en verhuurders moeten beboet worden."
98,Stephen Toft,Redactie,1-79,Wijzigen,"Regelmatig staat er de afkorting LGBTQIA+- niet volledig correct vernoemd bijvoorbeeld zonder A of, zonder I of zonder + door het gehele programmaBijvoorbeeld pagina 3 regel 4 of bijvoorbeeld pagina 31 regel 797",De afkorting LGBTQIA+ dus redactioneel door hele document goed schrijven.,"De afkorting LGBTQIA+ dus redactioneel door hele document goed schrijven.De afkorting staat soms niet goed geschreven, dan mist er een Q of mist er een A. En wordt G een H maar is de H eigenlijk een G natuurlijk.LHBTQIA+ is de meest gebruikte in de Nederland. In de rest van de wereld is de H een G. De enige huidige correcte spelling is dus LGBTQIA+.De H is een eigen Nederlandse versie echter hoor ik heel veel terug dat de meeste Gays in Nederland zich geen Homo noemen maar gewoon Gay inclusief mijzelf; Gay klinkt positiever en sluit meer aan op de rest van de wereld. Ergo in andere Nederlandstalige landen zoals onder Zuiderburen gebruikt met ook de G, of bijvoorbeeld in Frankrijk, ditzelfde geldt voor de Oosterburen in Duitsland is het ook gewoon LGBTQIA+",De afkorting LGBTQIA+- goed opschrijven.
99,Liyah Park,7,158,Wijzigen,"Onbetaald werk dat nog vaak als ‘vrouwenwerk’ wordt gezien, zoals mantelzorg, huishoudelijk werk of zorg voor kinderen, wordt beter gecompenseerd.","Onbetaald werk dat historisch vaak nog ‘vrouwenwerk’ wordt bestempeld, zoals mantelzorg, huishoudelijk werk of zorg voor kinderen, wordt beter gecompenseerd en gefaciliteerd.",De originele bevestigd het stereotype / stigma zonder het te bevragen of te nuanceren.,"Stereotypen / stigma van vrouwenwerk niet bevestigen, maar bevragen of nuanceren."
100,Liyah Park,24,617,Toevoegen,,De BMI als beoordeling voor het toezeggen van medische ingrepen (inclusief transzorg) wordt afgeschaft. Artsen en verzekeringen die gebruik maken van deze verzonnen methode worden beboet.,BMI is racisme and that’s on period. Het is onwetenschappelijk wat al jaren lang bekend is. Mensen van kleur en dikke mensen zijn hier het meest slachtoffer van. I’m not even going to explain.BMI is racisme en dat moet wettelijk aangepast worden. purr,Toevoegen dat de BMI beoordeling voor medische zorg (inc trans zorg) wordt geschrapt uit alle vormen van zorg. Artsen die deze alsnog gebruiken worden aangeklaagd.
101,Martijn Dekker,48,1248-1250,Wijzigen,Nederland zet zich in voor een eind aan de invasie door Rusland in Oekraïne. Nederland doet dit door humanitaire hulp en het toezien op naleving van het humanitair recht. Nederland stopt met het sturen van wapens en stuurt aan op een staakt-het-vuren.,"We veroordelen de imperialistische agressieoorlog van Rusland tegen Oekraïne. Nederland zal ruimhartig humanitaire hulp aan Oekraïne blijven bieden zo lang als nodig is en ook bijdragen aan de wederopbouw van Oekraïne wanneer de oorlog is beëindigd. Hierbij zal Nederland zich inzetten om alle internationale schulden van Oekraïne te vergeven. Nederland zal staakt-het-vuren faciliteren en, waar er ruimte is, diplomatie en onderhandelingen ondersteunen met oog voor de behoeften en wensen van de Oekraïners.Nederland zet zich in om Poetin en andere leiders juridisch ter verantwoording te roepen voor schendingen van mensenrechten, oorlogsmisdrijven, misdrijven tegen de menselijkheid en het plannen en uitvoeren van een agressieoorlog tegen Oekraïne. Ook steunt Nederland Russische dissidenten en activisten die zich verzetten tegen de oorlog.","De huidige tekst over de Russische oorlog doet onvoldoende recht aan de situatie.BIJ1 heeft hier ideologisch een visie op: Rusland voert een imperialistische agressieoorlog tegen een buurland. We zijn het onszelf verplicht dit te benoemen, ongeacht wie de dader is. En daarom moeten we dit veroordelen als we erover schrijven.En hoe dan ook, Oekraïne is het slachtoffer. Enkel ‘humanitaire hulp’ dekt niet wat we nu en later kunnen doen om Oekraïners te helpen, daders (de Russische leiders) ter verantwoording te roepen en Russische activisten te steunen. Deze wijziging verduidelijkt onze bereidheid tot hulp, vervolging en diplomatie.Tenslotte is het politiek zeer onhandig om hier te noemen dat we stoppen met sturen van wapens. Elk land heeft het recht om zichzelf te verdedigen, dat vergt nu eenmaal wapentuig. Tegelijkertijd is het BIJ1 standpunt over de wapenindustrie helder. Maar de huidige tekst doet het lijken alsof één land (Oekraïne) wapens ontzegd moet worden, terwijl de ander (Rusland) door blijft bombarderen. Op die manier trek je in feite de agressor voor, en dat is niet ons standpunt over oorlog.Tevens zal de huidige tekst misbruikt kunnen worden om onze standpunten over oorlog te verdraaien. Dat moeten we voorkomen. Het is in dit geval verstandig om de aandacht te richten op alle dingen die wel willen doen, in plaats van hetgeen we niet willen.",We veroordelen de Russische agressieoorlog in Oekraïne
102,Liyah Park,22,535,Toevoegen,,"– IVF volledig vergoed onder de basis verzekering ongeacht gender en gezinssamenstelling– mensen met een beperking, autisme of overige erfelijke aandoeningen —die in een wereld vrij van validisme— de menswaardigheid van een persoon niet aantasten in het dagelijks leven, mogen ook eicellen doneren en gebruik maken van IVF.","– stellen die niet zonder medische hulpmiddelen een kind kunnen krijgen én niet man/vrouw zijn met vruchtbaarheidsproblemen, moeten nu nog veel kosten zelf betalen zoals kosten voor een spermadonor of andere behandelingen. Vaak wijken mensen daardoor uit naar buurlanden voor deze zorg– mensen met autisme ervaren veel discriminatie bij het willen doneren van eicellen. Dit is een vorm van medische discriminatie.Zie ook: https://www.thebestsocial.media/nl/discriminatie-mensen-met-autisme/amp/","Vergoeden van ivf kosten queer stellen of andere gezinsvormen, toestaan van eicel donatie bij autisme en erfelijke aandoeningen die het leven niet aantasten"
103,Ibrahim Hakra,46,"1188, 1189.",Schrappen,Nederland erkent de Republik Maluku Selatan en steunt de onafhankelijkheidsstrijd van West-Papoea.,,"BIJ1 hoeft niet de rol van Nederland als internationale politieagent door te zetten. Binnen BIJ1 is er nog lang niet genoeg onderwijs over het onderwerp van Indonesië, de Molukken, etc. Het is niet aan Nederland om landen in het globale zuiden te erkennen en landen op te splitsen, BIJ1 is geen CIA.",Schrappen erkenning Molukken en strijd West-Papoea
104,Maarten Steenhagen,40,1049,Toevoegen,,"TOEGANKELIJKHEID, INCLUSIE EN WELZIJN1. Er komt structureel meer geld voor passende dagelijkse ondersteuning voor mensen met een beperking. Toekenning van het persoonsgebonden budget (PGB) wordt gelijkwaardiger en laagdrempeliger. De uitvoering van de Wet maatschappelijke ondersteuning (Wmo) wordt weer op landelijk niveau gecoördineerd en de eigen bijdrage verdwijnt.2. Stigmatisering op basis van gezondheid wordt tegengegaan en het gebruiken van persoonlijke hulp- en beschermingsmiddelen zoals orthesen, mondneusmaskers of gehoorbeschermers wordt ondersteund, ook op het werk en op school.3. We zetten ons in voor een inclusieve sport- en cultuursector, en maken extra geld vrij om sport en culturele activiteiten toegankelijker te maken voor mensen met een beperking.","Het hoofdstuk 10. TOEGANKELIJKHEID EN INCLUSIE dekt in het conceptprogramma slechts de rechtspositie van mensen met een beperking en aanpassingen aan de openbare ruimte. Maar validisme bemoeilijkt ook alledaagse maatschappelijke deelname. Daarom moet ook het algemeen welzijn van mensen met een beperking in ons programma aan bod komen. Deze toevoeging voorziet hierin door een drietal belangrijke thema’s op te nemen (ondersteuning, stigmatisering en sport/cultuur).","Toegankelijkheid, inclusie en welzijn toevoegen"
105,Marieke,15,357,Toevoegen,,We stoppen met snelwegverbredingen en leggen alleen nog nieuwe wegen aan als deze de bereikbaarheidsnorm bevorderen en niet ten koste gaan van natuurgebieden.,"We willen een betere luchtkwaliteit en meer ruimte voor fietsers, voetgangers, spelen en groen. En dus minder autoverkeer. Wegverbredingen en nieuwe wegen zorgen voor meer autoverkeer. (dit punt is onderdeel van ons bestaande programma)",Geen snelwegverbredingen en geen nieuwe wegen die bereikbaarheidsnorm niet bevorderen.
